age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,note_evaluation_precedente,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement_encoded,rapport_revenu_experience,sous_paye,satisfaction_generale,demotivation_importante,stagnation_poste
34,0,-0.049,1,6,6,0.667,1.0,0,0.22,0,0,5,2,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.007,0,0.8334999999999999,0,2.5
55,0,2.838,5,24,5,0.667,0.667,1,0.13,1,1,2,2,3,1,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.114,0,0.66675,0,1.0
36,0,0.23,1,10,10,0.333,0.667,0,0.15,0,0,1,8,4,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.021,0,0.25,0,7.0
52,0,-0.477,0,5,4,0.667,0.667,0,0.18,0,1,3,19,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.08,1,0.66675,0,1.5
26,1,-0.454,3,5,2,0.0,0.667,0,0.14,0,1,2,1,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-0.076,1,0.41675,0,0.667
29,1,-0.461,4,11,8,0.667,0.667,0,0.12,0,1,3,27,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-0.038,0,0.33325,0,3.5
26,0,-0.25,6,6,4,0.333,0.667,0,0.17,1,0,2,8,3,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.036,0,0.5,0,1.5
34,1,-0.685,2,10,4,1.0,0.667,0,0.16,0,0,2,1,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.062,1,0.66675,0,1.0
54,1,-0.216,9,9,5,0.667,0.667,1,0.11,0,2,4,19,4,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.022,0,0.5,0,1.5
27,0,-0.459,0,5,4,0.667,0.667,0,0.19,0,1,3,8,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,-0.076,1,0.66675,0,1.0
37,1,-0.791,0,6,5,0.667,0.667,1,0.13,0,2,3,10,1,4,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.113,1,0.4165,0,0.6
38,1,-0.111,6,17,15,1.0,0.667,1,0.12,0,0,2,2,4,4,12,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,-0.006,0,0.41675,1,1.4
34,1,-0.451,1,6,6,0.333,0.667,0,0.11,0,0,3,2,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.064,1,0.5002500000000001,0,2.5
35,1,-0.835,1,3,3,0.667,0.667,0,0.16,0,1,1,8,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.209,1,0.4165,0,2.0
30,0,-0.567,3,7,2,0.0,1.0,0,0.21,0,2,2,1,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.071,1,0.7502500000000001,0,2.0
40,1,-0.48,1,8,8,1.0,1.0,0,0.24,0,1,2,2,2,3,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,-0.053,0,0.66675,0,1.75
34,1,-0.001,5,6,3,0.667,0.667,0,0.17,0,1,1,8,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.0,0,0.41675,0,1.0
42,0,2.534,1,24,24,0.667,0.667,0,0.13,0,1,4,8,3,14,9,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0.101,0,0.49974999999999997,0,0.467
23,0,-1.042,1,1,0,1.0,1.0,1,0.21,1,2,2,6,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.521,1,0.5002500000000001,0,0.0
24,0,-0.809,1,1,1,0.333,0.667,0,0.11,0,3,4,9,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.404,1,0.5835,0,0.0
52,1,-0.713,8,9,5,0.667,1.0,0,0.2,0,1,3,11,4,1,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.071,1,0.66675,0,1.0
50,0,2.366,5,30,4,0.667,0.667,0,0.16,0,0,3,2,3,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.076,0,0.7502500000000001,0,3.0
29,1,-0.889,1,1,1,0.333,0.667,1,0.11,1,1,1,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.444,1,0.5,0,0.0
33,0,1.102,0,14,13,0.667,0.667,0,0.11,0,0,3,7,3,3,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.073,0,0.8335,0,2.25
33,1,-0.25,5,6,3,0.667,0.667,0,0.15,1,0,3,16,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.036,0,0.3335,0,2.0
47,1,2.178,1,26,26,0.667,0.667,1,0.11,0,1,3,2,2,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.081,0,0.6667500000000001,0,3.5
36,1,-0.271,0,10,9,0.667,0.667,0,0.15,0,1,2,1,3,0,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.025,0,0.41675,0,7.0
29,0,-0.808,1,10,10,1.0,1.0,0,0.24,0,1,3,23,2,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.073,1,0.667,0,7.0
58,0,2.708,7,40,31,0.667,0.667,1,0.12,1,0,2,2,4,13,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.066,0,0.75,0,1.071
35,1,-0.849,3,7,2,1.0,0.667,0,0.13,0,0,0,1,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.106,1,0.7502500000000001,0,0.667
42,1,-0.094,9,8,4,0.333,0.667,1,0.13,0,1,4,1,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.01,0,0.91675,0,3.0
28,0,-0.451,6,5,2,0.667,0.667,0,0.17,1,0,3,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.075,1,0.6667500000000001,0,0.667
36,0,-0.926,4,8,5,0.667,0.667,0,0.13,0,1,2,13,3,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.103,1,0.5,0,2.0
32,1,-0.072,1,14,14,0.333,0.667,0,0.12,0,1,3,4,3,6,8,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.005,0,0.667,0,1.857
40,0,-0.299,6,10,1,0.333,0.667,0,0.14,0,0,6,16,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,-0.027,0,0.5835,0,0.0
30,1,0.079,5,12,0,0.333,1.0,1,0.24,0,0,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.006,0,0.58325,0,0.0
45,1,-0.899,1,1,1,0.333,0.667,0,0.14,0,0,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.45,1,0.66675,0,0.0
42,0,-0.44,1,10,9,0.667,0.667,0,0.13,0,1,3,29,3,7,8,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.04,0,0.49974999999999997,0,1.0
38,0,-0.046,2,13,4,0.333,0.667,0,0.15,0,1,3,12,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,-0.003,0,0.25,0,1.5
34,1,-0.839,1,6,5,0.333,0.667,0,0.16,0,0,3,16,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.12,1,0.7502500000000001,0,1.0
49,1,0.245,1,9,9,0.667,0.667,0,0.18,1,2,3,11,3,7,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.024,0,0.66675,0,1.0
55,0,-0.285,4,12,9,0.667,0.667,0,0.16,1,0,3,2,1,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.022,0,0.6667500000000001,0,0.875
43,0,2.264,6,22,4,0.667,1.0,0,0.24,0,1,3,14,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.098,0,0.41675,0,0.5
27,0,1.34,1,9,9,0.333,0.667,1,0.16,0,1,3,5,1,0,8,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.134,0,0.66675,0,8.0
35,0,0.79,3,17,8,0.667,1.0,0,0.21,0,0,3,7,3,1,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.044,0,0.66675,0,2.5
28,1,-0.366,1,8,8,0.667,1.0,1,0.2,0,0,2,2,4,7,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.041,0,0.33325000000000005,0,0.875
34,0,-0.588,0,4,3,0.667,0.667,0,0.19,0,1,1,3,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.118,1,0.5835,0,2.0
26,1,-0.879,1,8,8,0.333,0.667,1,0.14,1,1,2,5,2,1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.098,1,0.5002500000000001,0,3.5
27,0,-1.019,1,0,0,0.667,0.667,0,0.11,0,3,6,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.019,1,0.75,0,0.0
51,1,2.083,2,29,20,0.667,0.667,0,0.14,0,1,2,26,4,4,17,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.069,0,0.41675,0,1.2
44,0,-0.121,9,10,5,0.667,0.667,0,0.12,0,0,2,4,3,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-0.011,0,0.6665000000000001,0,0.667
25,0,-0.654,7,6,4,1.0,0.667,0,0.13,0,0,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.093,1,0.25,1,3.0
33,0,-0.524,1,9,9,1.0,1.0,0,0.22,0,1,5,1,3,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.052,0,0.16675,0,8.0
35,1,-0.838,1,6,6,0.333,0.667,0,0.11,0,0,3,27,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.12,1,0.5,0,2.5
36,0,-0.064,1,18,18,0.667,0.667,1,0.14,0,1,1,1,2,4,11,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.003,0,0.6665000000000001,0,2.8
32,0,-0.446,2,8,5,0.667,0.667,0,0.11,0,1,3,13,4,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.05,0,0.58325,0,2.0
30,0,-0.583,9,10,5,0.333,0.667,0,0.12,0,1,3,5,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.053,0,0.49974999999999997,0,4.0
53,1,0.942,7,35,5,0.333,0.667,1,0.18,0,1,3,7,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.026,0,0.66675,0,2.0
45,0,0.905,4,18,5,0.667,0.667,1,0.12,0,1,2,9,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.048,0,0.5835,0,4.0
32,1,-0.282,5,9,5,1.0,0.667,0,0.12,0,1,3,8,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.028,0,0.5835000000000001,0,1.5
52,1,1.556,3,31,9,0.333,1.0,0,0.22,0,0,3,25,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0.049,0,0.7502500000000001,0,8.0
37,0,-0.036,4,9,1,0.333,0.667,0,0.19,0,2,2,16,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.004,0,0.8334999999999999,0,0.0
28,0,-0.333,1,6,5,0.333,0.667,0,0.13,0,1,6,8,2,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.048,0,0.75,0,1.0
22,0,-0.367,6,4,2,0.333,1.0,0,0.22,0,2,2,1,2,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.073,1,0.5,0,0.667
44,0,-0.783,2,10,3,1.0,1.0,1,0.24,0,1,2,8,4,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.071,1,0.5,0,2.0
42,0,-0.847,5,8,2,0.667,0.667,1,0.14,0,0,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.094,1,0.75,0,0.333
36,0,-0.884,0,6,5,0.333,1.0,0,0.21,0,0,3,8,3,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.126,1,0.3335,0,4.0
25,0,-0.491,1,5,5,0.667,0.667,1,0.18,0,0,3,3,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.082,1,0.5835,0,3.0
35,1,0.889,1,17,17,0.333,1.0,1,0.2,0,1,2,9,3,5,15,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.049,0,0.66675,0,2.333
35,1,-0.952,1,10,10,0.667,0.667,1,0.19,1,1,3,25,4,7,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.087,1,0.4165,0,0.25
32,0,-0.89,0,4,3,0.667,0.667,0,0.12,0,1,2,1,3,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.178,1,0.75,0,0.0
25,0,-0.477,1,5,5,0.333,0.667,0,0.12,0,0,1,4,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.08,1,0.41675,0,2.0
49,1,-0.621,2,7,4,0.667,0.667,0,0.16,0,1,2,1,3,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.078,1,0.41675,0,2.0
24,0,-0.71,0,6,5,0.333,0.667,0,0.17,0,0,2,4,1,3,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.101,1,0.58325,0,0.5
32,0,0.004,1,10,10,0.667,0.667,0,0.14,0,1,3,5,2,5,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0.0,0,0.58325,0,1.333
38,0,-0.766,0,3,2,0.333,0.667,0,0.19,0,1,3,9,3,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.192,1,0.58325,0,1.0
42,1,-0.27,2,17,5,1.0,0.667,1,0.13,0,1,1,3,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.015,0,0.58325,0,1.5
31,0,-0.881,3,8,6,0.667,0.667,1,0.19,0,1,2,11,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.098,1,0.75,0,4.0
29,1,-0.787,6,5,3,0.333,0.667,1,0.19,1,3,3,1,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-0.131,1,0.5835,0,2.0
53,0,1.133,5,28,2,0.667,0.667,0,0.14,0,1,3,8,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.039,0,0.5835,0,0.0
35,0,0.935,3,16,13,0.333,0.667,0,0.16,0,0,2,25,3,4,8,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.055,0,0.5,0,2.0
37,1,-0.75,5,10,5,0.667,0.667,0,0.15,0,1,3,21,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,-0.068,1,0.66675,0,4.0
53,1,1.651,6,33,12,0.667,0.667,0,0.18,0,0,0,23,4,3,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.049,0,0.8334999999999999,0,2.25
43,1,-0.2,4,12,5,0.667,0.667,0,0.13,0,1,2,1,3,2,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,-0.015,0,0.6665000000000001,0,0.667
47,1,-0.418,0,8,7,0.667,1.0,1,0.22,0,1,2,2,2,7,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.046,0,0.5835,0,0.75
37,0,0.242,1,10,10,0.667,0.667,1,0.13,0,0,2,19,2,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.022,0,0.5,0,0.0
50,0,2.427,1,31,31,0.667,0.667,0,0.11,0,1,3,2,4,14,7,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.076,0,0.41675,0,0.4
39,1,-0.276,8,13,5,0.333,0.667,0,0.11,0,2,2,2,3,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.02,0,0.8334999999999999,0,4.0
33,0,-0.898,3,7,4,0.667,0.667,1,0.11,0,1,4,3,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.112,1,0.75,0,3.0
32,0,-0.788,1,1,1,0.667,1.0,1,0.24,1,0,2,25,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.394,1,0.41675,0,0.0
29,1,-0.844,6,8,4,0.333,0.667,0,0.14,0,3,5,7,1,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.094,1,0.5835,0,3.0
44,0,-0.838,1,8,8,0.667,0.667,1,0.13,0,0,0,9,2,7,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.093,1,0.5,0,0.875
28,0,-0.339,1,4,4,0.667,0.667,0,0.14,0,0,3,5,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.068,1,0.5,0,2.0
58,0,-0.876,9,3,1,0.333,0.667,1,0.14,1,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-0.219,1,0.83325,0,0.0
43,1,-0.369,4,4,1,0.667,1.0,0,0.21,0,1,2,8,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.074,1,0.5,0,0.0
20,1,-0.947,1,2,2,0.333,0.667,0,0.13,1,0,3,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-0.316,1,0.6667500000000001,0,2.0
21,1,-0.81,1,1,1,0.667,0.667,0,0.19,1,0,3,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.405,1,0.58325,0,0.0
36,0,0.018,0,17,16,0.667,0.667,1,0.17,0,1,2,14,1,4,11,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.001,0,0.5,0,1.6
47,1,-0.682,1,3,3,0.333,0.667,1,0.18,0,0,3,2,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.17,1,0.58325,0,1.0
22,1,-0.495,0,4,3,0.667,0.667,1,0.19,1,1,3,3,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.099,1,0.5,0,2.0
41,1,-0.791,4,10,7,0.0,0.667,1,0.13,1,1,1,2,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.072,1,0.58325,0,3.5
28,1,-0.877,5,6,2,0.667,0.667,0,0.18,0,1,2,9,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.125,1,0.5835,0,0.667
39,0,-0.871,7,8,2,0.667,1.0,1,0.21,1,0,2,6,3,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.097,1,0.5,0,0.667
27,1,-0.889,1,1,1,0.667,0.667,0,0.19,0,0,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.444,1,0.5835,0,1.0
34,0,-0.955,1,1,1,0.667,0.667,0,0.14,0,2,3,10,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.478,1,0.41650000000000004,0,0.0
42,1,-0.055,7,10,5,0.333,0.667,0,0.17,0,0,6,14,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.005,0,0.5002500000000001,0,4.0
33,0,-0.787,3,6,3,0.333,0.667,1,0.11,0,0,1,1,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.112,1,0.41675,0,2.0
58,1,0.86,2,24,6,0.333,0.667,1,0.13,0,1,3,5,3,0,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.034,0,0.66675,0,0.0
31,0,-0.887,3,13,7,0.333,0.667,0,0.15,0,0,2,7,4,5,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.063,1,0.58325,0,1.167
35,1,-0.529,1,10,10,0.667,1.0,1,0.25,0,1,2,21,1,0,7,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.048,0,0.75,0,6.0
49,1,0.191,4,29,26,0.667,0.667,0,0.11,0,1,3,8,2,1,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0.33325,0,4.5
48,0,-0.902,4,13,0,0.667,0.667,0,0.17,0,2,2,20,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.064,1,0.5,0,0.0
31,1,0.091,1,9,9,0.667,0.667,0,0.13,0,1,2,20,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.009,0,0.75,0,8.0
36,0,-0.388,2,8,6,0.667,0.667,0,0.18,0,0,6,7,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.043,0,0.66675,0,2.0
38,1,1.504,1,15,15,0.667,0.667,0,0.13,0,1,3,1,3,5,11,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.094,0,0.5,0,2.0
32,1,-0.886,6,5,3,0.333,1.0,0,0.2,0,0,3,1,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.148,1,0.5835,0,0.0
25,0,-0.869,1,1,1,0.333,0.667,1,0.18,1,3,2,19,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.434,1,0.5835,0,0.0
40,0,0.68,2,11,1,0.333,0.667,0,0.12,0,1,2,10,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.057,0,0.24975000000000003,0,0.0
26,0,-0.469,1,7,7,0.333,0.667,0,0.12,0,0,2,1,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.059,1,0.41675,0,7.0
41,0,-0.379,2,20,18,0.667,0.667,1,0.13,0,0,3,6,3,2,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.018,0,0.5835,0,4.333
36,0,-0.847,4,16,11,0.667,1.0,0,0.21,0,0,6,2,4,3,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.05,0,0.667,0,2.0
19,0,-0.931,1,1,1,0.333,0.667,1,0.13,1,0,3,21,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.466,1,0.6665,0,0.0
20,0,-0.75,1,1,1,0.667,0.667,0,0.19,1,0,2,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.375,1,0.25,0,0.0
31,1,-0.138,0,10,9,0.667,0.667,1,0.11,0,2,2,12,3,8,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-0.013,0,0.66675,0,0.778
40,0,-0.613,8,3,1,0.667,0.667,1,0.14,0,1,2,9,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.153,1,0.75,0,1.0
32,1,0.047,1,8,8,0.667,0.667,0,0.12,0,1,2,3,4,6,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.005,0,0.5835,0,1.0
36,0,0.812,1,16,16,0.333,0.667,1,0.11,1,1,6,3,1,3,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.048,0,0.5835,0,1.75
33,1,0.095,0,6,5,0.333,0.667,0,0.14,0,0,3,1,3,1,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.014,0,0.5,0,0.0
37,0,0.872,5,17,14,0.333,0.667,0,0.11,1,0,2,1,4,11,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.048,0,0.3335,0,0.083
45,0,-0.437,1,9,9,0.667,0.667,0,0.12,0,0,5,4,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.044,0,0.4165,0,7.0
29,1,-0.923,1,3,3,0.667,0.667,0,0.15,0,1,5,20,3,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,-0.231,1,0.66675,0,1.0
35,1,-0.404,1,5,5,0.667,0.667,0,0.16,0,0,3,18,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.067,1,0.5835,0,1.0
52,0,2.251,2,26,9,0.667,0.667,0,0.15,0,1,2,1,2,7,8,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.083,0,0.6665000000000001,0,1.0
58,0,-0.855,4,7,1,0.667,1.0,0,0.24,1,0,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.107,1,0.5835,0,0.0
53,0,1.774,6,22,17,0.667,0.667,0,0.13,0,1,3,2,2,15,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.077,0,0.7502500000000001,0,0.812
30,0,0.162,5,10,8,0.667,0.667,0,0.11,0,1,2,8,2,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015,0,0.5835,0,0.5
38,1,-0.178,1,6,5,0.667,0.667,1,0.13,0,0,1,10,3,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.025,0,0.66675,0,1.5
35,0,0.28,6,12,10,0.667,0.667,0,0.13,0,1,2,3,4,0,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.022,0,0.75,0,9.0
39,0,0.293,0,9,8,1.0,0.667,0,0.18,0,0,3,2,5,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.029,0,0.5835,0,7.0
40,1,1.422,4,22,1,1.0,0.667,1,0.16,1,0,2,24,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.062,0,0.49974999999999997,1,0.0
47,0,-0.305,1,20,19,1.0,0.667,1,0.19,0,0,3,16,4,2,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,-0.015,0,0.7502500000000001,0,3.333
36,0,-0.303,4,12,7,0.667,0.667,0,0.13,0,2,3,8,4,0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.023,0,0.66675,0,7.0
